code,foodName,details.description,details.group,details.previous,details.references,details.footnote,factors.edibleProportion,factors.specificGravity,factors.totalSolids,factors.nitrogenConversionFactor,factors.glycerolConversionFactor,proximates.WATER,proximates.TOTNIT,proximates.PROT,proximates.FAT,proximates.CHO,proximates.KCALS,proximates.KJ,proximates.STAR,proximates.OLIGO,proximates.TOTSUG,proximates.GLUC,proximates.GALACT,proximates.FRUCT,proximates.SUCR,proximates.MALT,proximates.LACT,proximates.ALCO,proximates.ENGFIB,proximates.AOACFIB,proximates.SATFAC,proximates.SATFOD,proximates.TOTn6PFAC,proximates.TOTn6PFOD,proximates.TOTn3PFAC,proximates.TOTn3PFOD,proximates.MONOFACc,proximates.MONOFODc,proximates.MONOFAC,proximates.MONOFOD,proximates.POLYFACc,proximates.POLYFODc,proximates.POLYFAC,proximates.POLYFOD,proximates.SATFACx6,proximates.SATFODx6,proximates.TOTBRFAC,proximates.TOTBRFOD,proximates.FACTRANS,proximates.FODTRANS,proximates.CHOL,inorganics.NA,inorganics.K,inorganics.CA,inorganics.MG,inorganics.P,inorganics.FE,inorganics.CU,inorganics.ZN,inorganics.CL,inorganics.MN,inorganics.SE,inorganics.I,inorganics.RET,inorganics.CAREQU,inorganics.RETEQU,inorganics.VITD,inorganics.VITE,inorganics.VITK1,inorganics.THIA,inorganics.RIBO,inorganics.NIAC,inorganics.TRYP60,inorganics.NIACEQU,inorganics.VITB6,inorganics.VITB12,inorganics.FOLT,inorganics.PANTO,inorganics.BIOT,inorganics.VITC,vitamin_fractions.ALTRET,vitamin_fractions.13CISRET,vitamin_fractions.DEHYRET,vitamin_fractions.RETALD,vitamin_fractions.ACAR,vitamin_fractions.BCAR,vitamin_fractions.CRYPT,vitamin_fractions.LUT,vitamin_fractions.LYCO,vitamin_fractions.25OHD3,vitamin_fractions.VITD3,vitamin_fractions.5METHF,vitamin_fractions.ATOPH,vitamin_fractions.BTOPH,vitamin_fractions.DTOPH,vitamin_fractions.GTOPH,vitamin_fractions.ATOTR,vitamin_fractions.GTOTR,SFA.FOD4,SFA.FOD6,SFA.FOD8_0,SFA.FOD10_0,SFA.FOD11_0xb,SFA.FOD12_0,SFA.FOD12_0xb,SFA.FOD13_0,SFA.FOD13_0xb,SFA.FOD14_0,SFA.FOD14_0xb,SFA.FOD15_0,SFA.FOD15_0xb,SFA.FOD16_0,SFA.FOD16_0xb,SFA.FOD17_0,SFA.FOD17_0xb,SFA.FOD18_0,SFA.FOD18_0xb,SFA.FOD19_0,SFA.FOD20_0,SFA.FOD20_0xb,SFA.FOD22_0,SFA.FOD22_0xb,SFA.FOD24_0,SFA.FOD24_0xb,SFA.FOD25_0xb,MUFA.FOD10_1,MUFA.FOD10_1c,MUFA.FOD12_1,MUFA.FOD12_1c,MUFA.FOD14_1,MUFA.FOD14_1c,MUFA.FOD15_1,MUFA.FOD15_1c,MUFA.FOD16_1,MUFA.FOD16_1c,MUFA.FOD17_1,MUFA.FOD17_1c,MUFA.FOD18_1,MUFA.FOD18_1c,MUFA.FOD18_1n9,MUFA.FOD18_1n7,MUFA.FOD20_1,MUFA.FOD20_1c,MUFA.FOD22_1,MUFA.FOD22_1c,MUFA.FOD22_1n11,MUFA.FOD22_1n9,MUFA.FOD24_1,MUFA.FOD24_1c,MUFA.MONOFODtr,PUFA.FOD16_2,PUFA.FOD16_2c,PUFA.FOD16_3,PUFA.FOD16_4,PUFA.FOD16_4c,PUFA.FOD16 poly,PUFA.FOD18_2,PUFA.FOD18_2cn6,PUFA.FOD18_3,PUFA.FOD18_3cn3,PUFA.FOD18_3cn6,PUFA.FOD18_4,PUFA.FOD18_4cn3,PUFA.FOD18 poly,PUFA.FOD20_2,PUFA.FOD20_2cn6,PUFA.FOD20_3,PUFA.FOD20_3cn6,PUFA.FOD20_4,PUFA.FOD20_4cn6,PUFA.FOD20_5,PUFA.FOD20_5cn3,PUFA.FOD20 poly,PUFA.FOD21_5,PUFA.FOD21_5cn3,PUFA.FOD22_2,PUFA.FOD22_2cn6,PUFA.FOD22_3cn6,PUFA.FOD22_4,PUFA.FOD22_4cn6,PUFA.FOD22_5,PUFA.FOD22_5cn3,PUFA.FOD22_6,PUFA.FOD22_6cn3,PUFA.FOD22 poly,PUFA.POLYFODtr,phytosterols.TotalPHYTO,phytosterols.OtherCHOLandPHYTO,phytosterols.PHYTO,phytosterols.BSITPHYTO,phytosterols.BRASPHYTO,phytosterols.CAMPHYTO,phytosterols.D5AVEN,phytosterols.D7AVEN,phytosterols.D7STIG,phytosterols.STIGPHYTO,organic_acids.CITA
12-560,"Pie, cheese and potato, homemade",Recipe,BV,12-455 ,Updated 2014,,1,,,,,73.5,0.78,5,7.2,12.6,132,552,11.1,,1.5,0.2,Tr,0.2,0.1,0,1,,0.7,1.1,,3.25,,,,,,,,2.59,,,,0.73,,,,,,0.14,37.6,113,293,92,18,95,0.39,0.05,0.7,212,0.08,3,N,N,43,N,N,N,,0.15,0.11,0.4,1.2,1.6,0.07,0.6,17,0.51,2.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-559,"Pie, chicken and mushroom, single crust, homemade",Recipe,MR,19-359 ,Updated 2014,,1,,,,,62.1,2.22,13.6,10.4,14.3,202,846,10.8,,2,0.1,0,0.1,0,0.1,1.7,0,0.7,1,,4.35,,,,,,,,3.97,,,,1.35,,,,,,0.11,36.1,101,274,67,19,150,0.45,0.10,0.6,169,0.10,8,N,27,16,30,0.1,0.87,0.28,0.08,0.19,5.0,2.5,7.5,0.23,0.3,9,1.00,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-515,"Pie, chicken, individual, baked","12 samples including chicken, chicken and ham, chicken and mushroom and chicken and vegetable pies. 10.5-25% meat, chilled and frozen",MI,19-055 ,"LGC, Nutrient analysis of foods important in elderly people, 1994; and industry data, 2013. Phytosterols from 19-288",,1,,,6.25,0.95,45.6,1.44,9,17.7,24.6,288,1202,23,,1.6,0.1,0,0.1,0.2,0.9,0.3,0,0.8,1.7,,7,,,,,,,,7.4,,,,2.4,,,,,,N,32,270,140,60,15,90,0.80,0.06,0.6,450,0.23,N,N,Tr,Tr,Tr,N,N,,0.41,0.09,1.5,1.6,3.1,0.12,Tr,8,0.64,4.0,N,,,,,,,,,,,,,,,,,,,,,,Tr,,Tr,,,,0.30,,Tr,,4.90,,0.10,,1.50,,,0.10,,0.10,,0.00,,,0.00,,0.00,,Tr,,0.00,,0.30,,Tr,,6.80,,,,0.20,,0.10,,,,0.00,,,,,,0.00,,,2.10,,0.20,,,0.00,,,Tr,,Tr,,Tr,,Tr,,,0.00,,0.00,,,0.00,,Tr,,Tr,,,,29.3,0.3,,17.6,1.1,8.6,0.6,,,1.1,
19-575,"Pie, Cottage, homemade",Recipe,MR,19-391 ,Updated 2014,,1,,,,,74.5,1.01,6.3,6.3,10.4,126,527,8.7,,1.6,N,,N,N,0,0.2,,0.9,1.3,,2.36,,,,,,,,2.78,,,,0.54,,,,,,0.21,15.6,155,279,17,15,66,0.59,0.04,1.1,262,0.08,3,6,N,N,N,N,N,,0.11,0.04,1.5,1.2,2.7,0.26,0.5,12,0.33,0.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-494,"Pie, Cottage/Shepherd's, reheated","11 samples including beef and lamb, chilled and frozen, 11.5-25% meat",MR,19-216 ,"LGC, Nutrient analysis of foods important in elderly people, 1994; and industry data, 2013. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,1,,,6.25,0.95,73.1,0.72,4.5,5.4,11.9,111,467,10.3,,1.6,0.3,0,0.2,0.3,0,0.8,0,0.9,1.2,,2.4,6.9,0.36,1.1,0.06,38.99,2.01,,2.2,7.38,0.38,,0.4,45.57,2.35,1.96,0.1,5.37,0.28,16,240,240,20,14,65,0.70,0.04,0.9,410,0.08,N,N,17,110,35,0.1,0.28,1.09,0.15,0.10,1.3,0.8,2.1,0.19,1.0,14,0.39,1.0,1,,,,,,,,,,,,,,,,,,,0.02,0.01,0.01,0.02,,Tr,0.04,,,0.20,0.21,0.10,0.03,1.20,1.19,0.10,0.05,0.70,0.74,,Tr,0.01,Tr,0.01,0.00,0.00,,Tr,0.00,Tr,0.00,Tr,0.04,Tr,0.00,0.20,0.15,Tr,0.03,1.90,1.75,1.90,0.04,Tr,0.02,Tr,0.01,0.01,0.01,0.00,0.00,0.23,,,,0.00,,,0.30,0.30,0.10,0.06,0.00,0.00,0.00,,0.00,,Tr,0.00,Tr,0.01,Tr,0.00,,0.00,,0.00,,,0.00,0.00,Tr,0.01,0.00,0.00,,0.04,4.0,0.2,,2.3,0.1,1.0,0.2,,,0.2,
16-460,"Pie, fish, white fish, homemade",Recipe with cod,JR,16-354 ,Updated 2014,,1,,,,,75.8,1.38,8.6,2.1,12.7,101,428,11.2,,1.5,0.2,,0.2,0.1,0,1,,0.6,1,,0.8,,,,,,,,0.83,,,,0.29,,,,,,0.02,11.3,56,366,36,22,102,0.28,0.04,0.4,134,0.09,13,N,N,16,N,N,N,,0.15,0.07,0.8,1.5,2.3,0.08,0.8,14,0.44,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-410,"Pie, fish, white fish, retail, baked","9 samples, 9 products; including pollock, haddock and cod; frozen and chilled",JR,16-295 ,"DH, Nutrient analysis of fish and fish products, 2013",,1,,,6.25,0.945,73.8,1.06,6.6,4.8,14.4,124,521,12.7,,1.8,0.2,Tr,Tr,0.3,Tr,1.3,0,0.6,2.1,56.16,2.55,,0.22,,0.12,30.59,1.39,,1.5,7.38,0.33,,0.33,,,,,2.58,0.12,29,254,300,86,21,119,0.35,0.04,0.5,380,0.08,7,33,83,6,84,2.8,0.51,,0.11,0.13,0.8,1.6,2.4,0.02,1.3,9,0.40,3.1,2,,,,,Tr,6,Tr,Tr,Tr,Tr,2.82,,,,,,,,0.13,0.08,0.05,0.10,,0.12,0.12,Tr,Tr,0.39,0.39,0.07,0.04,1.11,1.10,0.07,0.02,0.41,0.40,,0.01,0.01,Tr,Tr,Tr,Tr,Tr,0.01,0.01,Tr,Tr,0.04,0.04,Tr,Tr,0.06,0.06,Tr,Tr,1.36,1.24,1.20,0.14,0.02,0.02,Tr,Tr,Tr,Tr,Tr,Tr,0.12,,,,,,,0.25,0.21,0.09,0.08,Tr,Tr,Tr,,Tr,Tr,Tr,Tr,0.01,Tr,0.01,0.01,,,,Tr,Tr,,Tr,Tr,Tr,Tr,0.02,0.02,,Tr,,,,,,,,,,,
11-847,"Pie, fruit, individual, retail","10 samples, 7 products, including apple, apple and blackcurrant and cherry",AS,11-547 ,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1,,,5.7,0.956,23.5,0.55,3.1,13.7,60,361,1520,28.9,,31,8.3,Tr,2.4,17.1,2.6,0.7,0,1.6,4.3,37.2,4.87,13.96,1.84,3.53,0.46,44.7,5.86,44.78,5.86,17.5,2.3,17.5,2.3,37.12,4.86,0.08,0.01,0.1,0.01,Tr,115,117,33,11,53,0.62,0.07,0.2,180,0.27,2,N,Tr,Tr,Tr,0.0,2.17,,0.08,0.01,0.7,0.6,1.3,0.03,0.0,6,0.23,2.1,8,,,,,,Tr,,56,Tr,,,,,,,,,,Tr,Tr,0.01,0.01,,0.06,0.06,Tr,Tr,0.11,0.11,0.01,0.01,4.10,4.10,0.01,0.01,0.46,0.46,,0.06,0.06,0.02,0.02,0.01,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,0.03,0.03,Tr,Tr,5.70,5.69,5.50,0.20,0.09,0.09,0.03,0.03,Tr,0.03,0.01,0.01,0.01,,,,,,,1.84,1.83,0.46,0.46,Tr,Tr,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,,,,Tr,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,,Tr,,,,,,,,,,,
11-1007,"Pie, fruit, one crust, homemade","Recipe. Apple, gooseberry, plum, rhubarb",AS,11-596 ,Updated 2013,,1,,,,,59.1,0.36,2.1,9.1,26.7,190,800,11,,15.7,1.4,,1.6,12.6,0.1,Tr,0,1.7,N,,3.3,,,,,,,,3.8,,,,1.41,,,,,,0.01,0.6,66,162,46,8,28,0.48,0.05,0.1,110,0.15,1,Tr,0,91,15,0.0,1.17,,0.04,0.02,0.4,0.4,0.8,0.03,0.0,2,0.15,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1073,"Pie, fruit, pastry top and bottom, blackcurrant, homemade",Recipe. Ref. Wiles et al. (1980),AS,11-598 ,Updated 2014,,1,,,,,43.2,0.55,3.2,15.1,31,264,1107,18.5,,12.5,1.6,,1.6,9.1,0.2,Tr,,2.6,N,,5.6,,,,,,,,6.36,,,,2.32,,,,,,0.01,1,109,224,68,13,45,1.11,0.08,0.3,165,0.28,N,N,0,48,8,0.0,2.04,,0.04,0.03,0.5,0.6,1.1,0.05,0.0,N,0.28,1.8,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1008,"Pie, fruit, pastry top and bottom, homemade","Recipe. Apple, gooseberry, plum, rhubarb. Ref. Wiles et al. (1980)",AS,11-597 ,Updated 2013,,1,,,,,48.7,0.53,3.1,15.1,30.4,262,1099,18.5,,12,1.1,,1.2,9.4,0.2,Tr,,1.7,N,,5.61,,,,,,,,6.36,,,,2.34,,,,,,0.01,1,109,146,56,9,34,0.60,0.04,0.2,170,0.19,1,Tr,0,67,11,0.0,1.74,,0.05,0.01,0.5,0.6,1.1,0.03,0.0,2,0.19,1.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1075,"Pie, fruit, wholemeal, one crust, homemade","Recipe. Ref. Wiles et al. (1980). Apple, gooseberry, plum, rhubarb",AS,11-599 ,Updated 2014,,1,,,,,58.7,0.43,2.5,7.6,27.6,182,767,11.9,,15.8,1.3,,1.6,12.8,0.1,Tr,,2.7,N,,4.55,,,,,,,,1.84,,,,0.41,,,,,,0.25,18.5,66,198,30,20,64,0.63,0.12,0.4,N,0.41,1,N,83,141,106,0.1,0.49,,0.08,0.04,1.1,0.6,1.7,0.10,Tr,6,0.24,1.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1074,"Pie, fruit, wholemeal, pastry top and bottom, blackcurrant, homemade",Recipe,AS,11-687 ,Updated 2014,,1,,,,,42.5,0.66,3.9,12.5,32.5,250,1049,19.9,,12.6,1.4,,1.6,9.4,0.1,0.1,0,4.3,N,,7.65,,,,,,,,3.1,,,,0.66,,,,,,0.42,31,108,286,42,33,106,1.36,0.19,0.7,201,0.72,N,N,139,136,162,0.1,0.95,,0.12,0.06,1.6,0.9,2.5,0.18,Tr,N,0.44,3.0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1076,"Pie, fruit, wholemeal, pastry top and bottom, homemade","Recipe. Ref. Wiles et al. (1980). Apple, gooseberry, plum, rhubarb",AS,11-600 ,Updated 2014,,1,,,,,47.9,0.68,4,13.9,30,253,1061,17.8,,12.1,1,,1.2,9.7,0,0,,3.4,N,,4.23,,,,,,,,5.14,,,,3.62,,,,,,0.48,6.9,165,199,29,39,103,1.30,0.17,0.9,N,0.95,2,N,49,91,64,0.6,2.99,,0.15,0.04,1.8,0.8,2.5,0.16,Tr,17,0.28,2.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1077,"Pie, fruit, wholemeal, with pie filling, homemade",Recipe,AS,11-704 ,Updated 2014,,1,,,,,47.7,0.67,4,13.6,32.7,261,1095,24.5,,8.1,2.7,,2.9,2.4,0.1,0.1,,3.3,3.2,,N,,,,,,,,N,,,,N,,,,,,0.45,33.7,139,161,29,29,100,1.30,0.13,0.6,235,0.68,2,N,152,105,170,0.1,N,,0.12,0.05,1.7,1.0,2.7,N,Tr,9,N,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1078,"Pie, fruit, with pie filling, homemade",recipe,AS,11-703 ,Updated 2014,,1,,,,,48.5,0.55,3.2,16.4,31.1,277,1157,23,,8.1,2.9,,2.9,2,0.3,Tr,,1.5,1.8,,N,,,,,,,,N,,,,N,,,,,,0.01,1,139,94,57,8,34,1.04,0.01,0.2,196,0.20,2,N,0,9,2,0.0,N,,0.04,0.01,0.5,0.6,1.1,N,0.0,2,N,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-058,"Pie, game, homemade",Recipe,MI,,"As Meat Products and Dishes Supplement, 1996.",,1,,,,,29.3,1.95,12.2,22.5,34.7,381,1595,31.2,,3.4,1.2,0,1.1,1,0.1,0,Tr,1.3,,,7.9,,,,,,,,9,,,,4,,,,,,0.2,60,430,170,64,18,120,2.10,0.15,1.2,650,0.28,4,8,610,77,625,0.9,0.96,,0.21,0.24,3.0,2.4,5.4,0.21,3.0,75,0.62,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-548,"Pie, lemon meringue, retail","8 samples, 4 brands. Fresh and frozen",AS,11-316 50-161 ,"ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",,1,,,5.7,0.956,42.1,0.46,2.9,8.5,43.5,251,1060,13.6,0.6,29.3,4.5,Tr,3.4,20,1,0.4,0,0.7,N,38,3.09,,,,,37.8,3.07,43.2,3.51,18.1,1.47,18.4,1.5,,,,,5.7,0.46,12.2,113,70,38,6,40,0.03,0.04,0.2,237,0.11,2,8,46,10,48,Tr,0.96,,0.08,0.04,0.4,0.7,1.1,0.02,Tr,6,0.15,0.9,5,46,,,,,10,,,,,,,0.93,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,16.3,1.8,7.4,1.5,0.0,0.0,1.5,
15-816,"Pie, lentil and cheese, homemade",recipe from dietary survey records,DR,15-537 ,Updated 2014,,1,,,,,60.8,1.76,11,9.3,14.5,182,763,12.3,,1.5,0.4,,0.4,0.8,0,0,0,2.3,N,,3.84,,,,,,,,3.45,,,,1.27,,,,,,0.24,16.1,173,260,143,31,186,2.35,0.21,1.6,272,N,17,N,61,N,N,0.0,N,,0.16,0.26,1.2,2.1,3.3,0.20,0.4,62,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-839,"Pie, Quorn and vegetable",Recipe from Marlow Foods Ltd,DR,15-558 ,Updated 2014,,1,,,,,65.2,1.23,7.6,10.4,13.2,174,726,9.6,,3.4,0.4,,0.2,1.1,0.3,1.3,,N,3.4,,4.88,,,,,,,,N,,,,N,,,,,,0.1,15.6,218,141,N,19,134,0.57,0.04,2.2,N,0.78,N,N,N,885,N,N,N,,0.08,0.17,0.4,1.6,2.0,0.07,0.5,8,0.33,3.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-840,"Pie, spinach, homemade","Recipe. Greek dish. Spinach, leek, feta cheese and egg pie. Recipe from a personal collection",DR,15-559 ,Updated 2014,,1,,,,,66.2,0.99,6.2,13.3,8.6,177,736,5.9,,2.6,0.5,,0.6,0.4,0.3,0.8,,2,N,,5.62,,,,,,,,5.52,,,,1.32,,,,,,N,14.4,327,406,194,38,108,1.80,0.06,0.7,455,0.41,2,N,44,2061,388,0.2,1.84,,0.11,0.11,0.8,1.5,2.3,0.44,0.2,45,0.36,2.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-629,"Pie, steak and kidney, double crust, homemade",Recipe,MR,19-363 ,Updated 2014,,1,,,,,42.7,2.39,14.6,18.1,22.2,305,1275,21.2,,0.9,Tr,,Tr,0,0.9,Tr,0,0.6,1.8,,8.53,,,,,,,,6.6,,,,1.94,,,,,,0.05,81.6,263,233,53,17,149,2.48,0.13,2.7,350,0.22,31,N,17,Tr,17,N,1.36,,0.10,0.42,3.0,2.9,4.2,0.23,3.0,3,0.91,7.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-557,"Pie, steak and kidney, single crust, homemade",Recipe,MI,19-329 ,Updated 2013,,1,,,,,51.5,2.76,17,13.1,15.3,243,1019,14.7,,0.6,Tr,,Tr,0,0.6,Tr,0,0.4,1.2,,6.06,,,,,,,,4.79,,,,1.39,,,,,,0.06,106.6,209,273,38,19,177,2.81,0.17,3.4,277,0.17,40,N,23,Tr,23,N,0.98,,0.12,0.55,3.6,3.4,7.0,0.30,4.0,2,1.13,9.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-639,"Pie, turkey, single crust, homemade",Recipe,MR,19-365 ,Updated 2014,,1,,,,,60.9,2.22,13.8,10.4,14.9,205,858,11.1,,2.4,0.1,,0.1,0.4,0.1,1.7,0,1,1.5,,4.33,,,,,,,,3.87,,,,1.48,,,,,,0.12,40.7,108,253,70,19,148,0.68,0.04,1.2,164,0.14,7,N,26,784,157,0.1,0.77,,0.11,0.15,3.9,2.7,6.6,0.20,0.7,12,0.64,1.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-647,"Pie, vegetable, homemade",Recipe from review of recipe collection,DR,15-379 ,Updated 2013,,1,,,,,68.4,0.51,2.9,9.4,17.1,160,668,15.9,0.2,2.8,1,Tr,1,0.6,0.1,Tr,0,1.5,N,,2.59,,,,,,,,3.1,,,,2.23,,,,,,Tr,0.6,107,253,39,14,46,0.72,0.05,0.3,290,0.19,1,N,0,1328,221,0.0,1.94,,0.15,0.13,1.2,0.5,1.7,0.15,Tr,35,0.24,1.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-841,"Pie, vegetable, wholemeal, homemade",Recipe from review of recipe collection,DR,15-560 ,Updated 2014,,1,,,,,68,0.57,3.4,7.8,18,151,633,13.2,,3,1,,1,0.7,0.1,0,,2.5,N,,4.67,,,,,,,,1.89,,,,0.46,,,,,,0.25,18.9,106,291,23,26,83,0.87,0.12,0.5,232,0.64,2,N,85,1382,315,0.1,0.67,,0.16,0.15,1.8,0.6,2.7,0.20,0.0,39,0.30,N,8,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-385,"Pigeon, meat only, roasted","10 samples, meat from dressed carcase",MCM,50-456 ,"LGC, Poultry and game surveys, 1983-1984",,1,,,,,62.2,4.64,29,7.9,0,187,785,0,,0,0,0,0,0,0,0,0,0,,N,N,,,,,,,N,N,,,N,N,,,,,N,Tr,N,92,400,32,30,310,7.20,0.33,1.7,87,0.05,N,N,N,N,N,N,Tr,,0.27,1.17,7.0,5.2,12.2,0.82,8.0,8,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-386,"Pigeon, meat only, roasted, weighed with bone",Calculated from 18-385,MCM,50-457 ,"LGC, Poultry and game surveys, 1983-1984",,0.47,,,,,29.2,2.18,13.6,3.7,0,88,368,0,,0,0,0,0,0,0,0,0,0,,N,N,,,,,,,N,N,,,N,N,,,,,N,Tr,N,43,190,15,14,150,3.40,0.15,0.8,41,0.02,N,N,N,N,N,N,Tr,,0.13,0.55,3.3,2.3,5.6,0.38,4.0,4,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-842,"Pilaf, rice with spinach, homemade",Greek dish. Recipe from a personal collection,DR,15-561 ,Updated 2014,,1,,,,,73.6,0.6,3.7,1.9,17.8,104,437,15.7,,1.6,0.5,,0.5,0.5,0,0,0,1.7,N,,0.28,,,,,,,,0.47,,,,1.05,,,,,,Tr,0,105,400,132,45,54,1.93,0.09,0.8,89,0.61,4,5,0,2639,440,0.0,1.52,,0.07,0.06,0.9,0.8,1.7,0.12,0.0,44,0.22,0.7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
